"recinto_o_unidad_institucional","a_o_acad_mico","facultad_o_escuela","concentraci_n","especialidad","cip","nivel","nivel_especifico","total_de_estudiantes","total_de_estudiantes_femeninos","total_de_estudiantes_masculinos"
"Recinto de Rio Piedras","2011-2012","Educación","Nutrición Y Dietética","Bachillerato en Ciencias en Ecología Familiar - Nutrición Y Dietética","19.0501","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Programa General - Ecol Familiar","Bachillerato en Ciencias en Ecología Familiar - Programa General","19.0301","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2011-2012","Educación","Química - Educación","Bachillerato en Artes en Educación Secundaria - Química - Educación","13.1205","Subgraduado","Bachillerato","3","3","0"
"Recinto de Rio Piedras","2011-2012","Educación","Recreación","Bachillerato en Artes en Educación Secundaria - Recreación","13.1205","Subgraduado","Bachillerato","8","4","4"
"Recinto de Rio Piedras","2011-2012","Educación","Teatro - Educación","Bachillerato en Artes en Educación Secundaria - Teatro - Educación","13.1205","Subgraduado","Bachillerato","12","10","2"
"Recinto de Rio Piedras","2011-2012","Educación","Administración Y Supervisión","Doctorado en Educación - Administración Y Supervisión","13.0401","Graduado","Doctorado","17","14","3"
"Recinto de Rio Piedras","2011-2012","Educación","Currículo Y Enseñanza","Doctorado en Educación - Currículo Y Enseñanza","13.0301","Graduado","Doctorado","11","4","7"
"Recinto de Rio Piedras","2011-2012","Educación","Liderazgo Organizac Educativas","Doctorado en Educación - Liderazgo Organizac Educativas","13.0401","Graduado","Doctorado","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Orientación Y Consejería","Doctorado en Educación - Orientación Y Consejería","13.1101","Graduado","Doctorado","8","7","1"
"Recinto de Rio Piedras","2011-2012","Educación","Administ Y Supervisión Escolar","Maestría en Educación - Administ Y Supervisión Escolar","13.0401","Graduado","Maestría","4","3","1"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Biología","Maestría en Educación - Curric Y Enseñanza - Biología","13.0301","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Español","Maestría en Educación - Curric Y Enseñanza - Español","13.0301","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Física","Maestría en Educación - Curric Y Enseñanza - Física","13.0301","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Historia","Maestría en Educación - Curric Y Enseñanza - Historia","13.0301","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Ingles","Maestría en Educación - Curric Y Enseñanza - Ingles","13.0301","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Matemáticas","Maestría en Educación - Curric Y Enseñanza - Matemáticas","13.0301","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Educación","Curric Y Enseñanza - Química","Maestría en Educación - Curric Y Enseñanza - Química","13.0301","Graduado","Maestría","2","0","2"
"Recinto de Rio Piedras","2011-2012","Educación","Currículo Y Enseñanza","Maestría en Educación - Currículo Y Enseñanza","13.0301","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Ecología Familiar","Maestría en Educación - Ecología Familiar","19.0101","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Educación","Ecología Familiar Y Nutrición","Maestría en Educación - Ecología Familiar Y Nutrición","13.1205","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Del Nino - Ens De Lectura","Maestría en Educación - Educ Del Nino - Ens De Lectura","13.121","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Del Nino - Niv Pre- Escolar","Maestría en Educación - Educ Del Nino - Niv Pre- Escolar","13.121","Graduado","Maestría","4","4","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Del Nino - Nivel Elemental","Maestría en Educación - Educ Del Nino - Nivel Elemental","13.121","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Secund Economía Domestica","Maestría en Educación - Educ Secund Economía Domestica","19.0101","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Secundaria Matemáticas","Maestría en Educación - Educ Secundaria Matemáticas","13.0301","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educación Especial","Maestría en Educación - Educación Especial","13.1001","Graduado","Maestría","6","6","0"
"Recinto de Rio Piedras","2011-2012","Educación","Enseñanza Ingl - Segundo Idioma","Maestría en Educación - Enseñanza Ingl - Segundo Idioma","13.1401","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2011-2012","Educación","Fisiología Del Ejercicio","Maestría en Educación - Fisiología Del Ejercicio","26.0908","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Investig Y Evaluac Educativa","Maestría en Educación - Investig Y Evaluac Educativa","13.0601","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Investig Y Evaluac Pedagógica","Maestría en Educación - Investig Y Evaluac Pedagógica","13.0601","Graduado","Maestría","6","4","2"
"Recinto de Rio Piedras","2011-2012","Educación","Liderazgo Organizac Educativas","Maestría en Educación - Liderazgo Organizac Educativas","13.0401","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Orientación Y Consejería","Maestría en Educación - Orientación Y Consejería","13.1101","Graduado","Maestría","6","6","0"
"Recinto de Rio Piedras","2011-2012","Estudios Generales","Educ General - Est Generales","Bachillerato en Artes en Estudios Generales","24.0102","Subgraduado","Bachillerato","9","2","7"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Arte Y Tecnología","Bachillerato en Artes en Humanidades - Artes Plásticas-Arte Y Tecnología","50.0704","Subgraduado","Bachillerato","3","1","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Dibujo","Bachillerato en Artes en Humanidades - Artes Plásticas-Dibujo","50.0705","Subgraduado","Bachillerato","9","3","6"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Escultura","Bachillerato en Artes en Humanidades - Artes Plásticas-Escultura","50.0709","Subgraduado","Bachillerato","2","1","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plasticas-Fotografia","Bachillerato en Artes en Humanidades - Artes Plasticas-Fotografia","50.0605","Subgraduado","Bachillerato","7","6","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-General","Bachillerato en Artes en Humanidades - Artes Plásticas-General","50.0701","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Grabado","Bachillerato en Artes en Humanidades - Artes Plásticas-Grabado","50.0708","Subgraduado","Bachillerato","2","0","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","1","0","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","10","9","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Drama","Bachillerato en Artes en Humanidades - Drama","50.0501","Subgraduado","Bachillerato","19","12","7"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interd - Individualizados","Bachillerato en Artes en Humanidades - Estud Interd - Individualizados","30.9999","Subgraduado","Bachillerato","9","4","5"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interd - Puertorriqueños","Bachillerato en Artes en Humanidades - Estud Interd - Puertorriqueños","30.9999","Subgraduado","Bachillerato","0","0","0"
"UPR en Utuado","2012-2013",,"Humanidades","N/A","24.0103","Subgraduado","Grado Asociado","7","5","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interd-Escritura Creativa","Bachillerato en Artes en Humanidades - Estud Interd - Escritura Creativa","30.9999","Subgraduado","Bachillerato","6","4","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interdisc - Latinoamérica","Bachillerato en Artes en Humanidades - Estud Interd - Latinoamérica","30.9999","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interdisc - Prejuridicos","Bachillerato en Artes en Humanidades - Estud Interd - Prejuridicos","30.9999","Subgraduado","Bachillerato","26","19","7"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estud Interdisc Traducción","Bachillerato en Artes en Humanidades - Estud Interd - Traducción","30.9999","Subgraduado","Bachillerato","10","9","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estudios Hispánicos","Bachillerato en Artes en Humanidades - Estudios Hispánicos","16.0905","Subgraduado","Bachillerato","16","12","4"
"Recinto de Rio Piedras","2011-2012","Humanidades","Filosofía","Bachillerato en Artes en Humanidades - Filosofía","38.0101","Subgraduado","Bachillerato","5","1","4"
"Recinto de Rio Piedras","2011-2012","Humanidades","Francés","Bachillerato en Artes en Humanidades - Francés","16.0901","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Historia De Europa","Bachillerato en Artes en Humanidades - Historia De Europa","54.0103","Subgraduado","Bachillerato","14","5","9"
"Recinto de Rio Piedras","2011-2012","Humanidades","Historia De Las Américas","Bachillerato en Artes en Humanidades - Historia De Las Américas","54.0102","Subgraduado","Bachillerato","17","7","10"
"Recinto de Rio Piedras","2011-2012","Humanidades","Historia Del Arte","Bachillerato en Artes en Humanidades - Historia Del Arte","50.0703","Subgraduado","Bachillerato","18","13","5"
"Recinto de Rio Piedras","2011-2012","Humanidades","Ingles","Bachillerato en Artes en Humanidades - Ingles","23.0101","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Lengua Y Locución - Ingles","Bachillerato en Artes en Humanidades - Lengua Y Locución - Ingles","16.0101","Subgraduado","Bachillerato","6","6","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Lenguas Modernas","Bachillerato en Artes en Humanidades - Lenguas Modernas","16.0101","Subgraduado","Bachillerato","52","46","6"
"Recinto de Rio Piedras","2011-2012","Humanidades","Lingüística Y Comunicación","Bachillerato en Artes en Humanidades - Lingüística Y Comunicación","16.0102","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Literatura Comparada","Bachillerato en Artes en Humanidades - Literatura Comparada","16.0104","Subgraduado","Bachillerato","11","9","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Literatura General","Bachillerato en Artes en Humanidades - Literatura General","16.0104","Subgraduado","Bachillerato","15","13","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Música","Bachillerato en Artes en Humanidades - Música","50.0901","Subgraduado","Bachillerato","9","3","6"
"Recinto de Rio Piedras","2011-2012","Humanidades","Lingüista Aplicada Al Español","Cert. Post-Bach en Lingüística","16.0102","Graduado","Cert. Post-Bach","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Traductor Especializado","Cert. Post-Maestría en Traducción","16.0103","Graduado","Cert. Post-Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estudios Hispánicos","Doctorado en Filosofía en Humanidades - Estudios Hispánicos","16.0905","Graduado","Doctorado","7","5","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Historia","Doctorado en Filosofía en Humanidades - Historia","54.0101","Graduado","Doctorado","7","3","4"
"Recinto de Rio Piedras","2011-2012","Humanidades","Ingl - Est Invest Lit Ling Carib","Doctorado en Filosofía en Humanidades - Ingl - Est Invest Lit Ling Carib","Inll","Graduado","Doctorado","5","5","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Estudios Hispánicos","Maestría en Artes en Humanidades - Estudios Hispánicos","16.0905","Graduado","Maestría","4","3","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Filosofía","Maestría en Artes en Humanidades - Filosofía","38.0101","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Gestión Y Administ Cultural","Maestría en Artes en Humanidades - Gestión Y Administ Cultural","50.0704","Graduado","Maestría","7","6","1"
"Recinto de Rio Piedras","2011-2012","Humanidades","Historia","Maestría en Artes en Humanidades - Historia","54.0101","Graduado","Maestría","10","5","5"
"Recinto de Rio Piedras","2011-2012","Humanidades","Ingles","Maestría en Artes en Humanidades - Ingles","23.0101","Graduado","Maestría","11","8","3"
"Recinto de Rio Piedras","2011-2012","Humanidades","Lingüística","Maestría en Artes en Humanidades - Lingüística","16.0102","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Humanidades","Literatura Comparada","Maestría en Artes en Humanidades - Literatura Comparada","16.0104","Graduado","Maestría","3","1","2"
"Recinto de Rio Piedras","2011-2012","Humanidades","Traducción","Maestría en Artes en Humanidades - Traducción","16.0103","Graduado","Maestría","22","16","6"
"Recinto de Rio Piedras","2011-2012","Planificación","Planificación","Maestría en Planificación","4.0301","Graduado","Maestría","26","15","11"
"Recinto de Rio Piedras","2012-2013","Administración de Empresas","Adm Rec Humanos De La Empresa","Bachillerato en Administración De Empresas - Adm Rec Humanos De La Empresa","52.1001","Subgraduado","Bachillerato","44","34","10"
"Recinto de Rio Piedras","2012-2013","Administración de Empresas","Admin Sistemas De Oficina","Bachillerato en Administración de Sistemas de Oficinas","52.0402","Subgraduado","Bachillerato","17","14","3"
"Recinto de Rio Piedras","2012-2013","Administración de Empresas","Administración De Oficinas","Bachillerato en Administración de Oficinas","52.0402","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2012-2013","Administración de Empresas","Contabilidad","Bachillerato en Administración De Empresas - Contabilidad","52.0301","Subgraduado","Bachillerato","159","101","58"
"Recinto de Rio Piedras","2012-2013","Administración de Empresas","Economía - Adm Empresas","Bachillerato en Administración De Empresas - Economía - Adm Empresas","52.0601","Subgraduado","Bachillerato","3","1","2"
