"programa","fecha_emision","municipio","familias","participantes","beneficios","beneficio_promedio","femenino","masculino","otros","edad_0_4","edad_5_13","edad_14_17","edad_18_24","edad_25_44","edad_45_64","edad_65","incapacitados","deambulantes","estudiantes"
"PAN","201311","JUNCOS","17078","47312","4802408","281.2","9738","7337","3","1333","2798","1166","1910","4021","3461","2389","1674","29","3110"
"TANF","201312","SAN LORENZO","919","1434","102408","111.43","563","356","0","37","121","38","41","184","314","184","377","2","124"
"TANF","201312","FLORIDA","417","905","66960","160.58","267","150","0","43","94","29","32","81","81","57","86","0","111"
"TANF","201312","CAMUY","719","1241","89323","124.23","422","297","0","47","96","33","35","152","200","156","237","0","105"
"TANF","201312","SANTA ISABEL","646","1332","92896","143.8","404","242","0","98","111","39","55","133","122","88","154","0","18"
"TANF","201312","AGUADILLA","1835","3454","243583","132.74","1117","718","0","194","271","51","113","353","491","362","589","3","182"
"TANF","201312","JUNCOS","937","1880","130489","139.26","577","360","0","87","167","36","45","206","242","154","286","3","114"
"TANF","201312","DORADO","494","982","67428","136.49","313","181","0","37","93","25","20","87","104","128","119","0","95"
"PAN","201312","BAYAMON","53756","148656","16883667","314.08","32307","21436","13","4836","9011","3913","5682","11321","10056","8937","4372","85","13201"
"PAN","201312","GUAYANILLA","10346","30263","3475183","335.9","5692","4652","2","841","1567","642","1166","2598","2175","1357","699","4","2421"
"PAN","201312","DORADO","11373","31459","3563011","313.29","6551","4817","5","969","1803","813","1240","2509","2314","1724","985","5","2426"
"PAN","201312","CAMUY","15347","41703","4722214","307.7","8405","6939","3","1151","2043","968","1738","3617","3490","2340","1800","5","3044"
"PAN","201312","LARES","16159","45582","5227219","323.49","8507","7646","6","1092","2088","1088","1862","3958","3614","2457","1798","5","3468"
"PAN","201312","RIO PIEDRAS","13838","33245","3928780","283.91","8151","5686","1","1156","2079","820","1358","2873","3000","2552","998","425","3349"
"PAN","201312","FAJARDO","13492","37650","4311782","319.58","7942","5545","5","1277","2098","992","1708","3013","2290","2113","837","6","1982"
"PAN","201312","LUQUILLO","7775","21542","2467511","317.36","4404","3366","5","682","1181","513","906","1824","1524","1144","565","6","1344"
"PAN","201306","CASTAÑER","1975","5997","696302","352.56","989","986","0","129","227","110","217","430","502","360","116","0","311"
"PAN","201210","RIO PIEDRAS 4","16287","48736","5003835","307.23","9893","6390","4","1862","3219","1219","1823","3488","2780","1896","1114","45","4560"
"TANF","201302","ARROYO","621","1387","98400","158.45","383","238","0","83","132","35","53","134","114","70","149","0","34"
"TANF","201302","TRUJILLO ALTO","1105","2058","142327","128.8","656","448","1","99","170","41","49","216","289","241","341","6","165"
"TANF","201302","ANGELES","184","314","24404","132.63","111","73","0","12","23","10","9","38","49","43","60","0","38"
"TANF","201301","MAUNABO","374","712","53500","143.05","229","145","0","57","57","15","38","71","74","62","100","0","22"
"TANF","201305","PONCE","3725","6964","471930","126.69","2242","1483","0","327","568","132","195","671","1009","823","1210","24","527"
"TANF","201305","COROZAL","1048","1655","119980","114.48","600","448","0","53","125","27","44","190","339","270","401","0","78"
"TANF","201305","SAN JUAN","4530","9962","702564","155.09","2983","1546","1","565","930","220","267","810","825","913","890","50","858"
"TANF","201305","MOCA","799","1314","97030","121.44","460","339","0","43","97","25","33","186","279","136","367","0","98"
"TANF","201305","VEGA BAJA","1127","2191","148655","131.9","661","466","0","105","231","53","66","190","234","248","259","1","254"
"TANF","201305","VIEQUES","322","656","43946","136.48","204","118","0","40","71","10","23","64","55","59","71","1","51"
"TANF","201305","SAN SEBASTÍAN","1011","1903","145435","143.85","613","398","0","91","153","44","63","191","239","230","293","0","194"
"TANF","201305","LAJAS","469","835","56960","121.45","273","196","0","35","55","24","24","98","124","109","162","0","86"
"TANF","201305","LOIZA","755","1552","103649","137.28","475","280","0","85","150","36","61","129","142","152","174","1","164"
"TANF","201210","RIO PIEDRAS 3","1965","4472","317781","161.72","1298","667","0","319","414","97","152","411","345","227","422","14","488"
"PAN","201210","ISABELA","17763","50220","5031717","283.27","9702","8056","5","1323","2462","1113","1970","4074","4031","2790","1922","3","3578"
"PAN","201210","TRUJILLO ALTO","18745","52086","5212827","278.09","10934","7806","5","1884","3171","1284","1932","3963","3524","2985","1661","78","4211"
"PAN","201210","CAYEY","14334","38062","3744320","261.22","8149","6182","3","1189","2122","893","1559","3113","3102","2356","1555","15","1163"
"TANF","201306","YABUCOA","1339","2572","189857","141.79","866","472","1","177","202","46","107","270","323","214","371","0","192"
"TANF","201306","FAJARDO","1008","2310","163717","162.42","660","348","0","181","215","48","104","196","139","125","179","0","94"
"TANF","201306","SAN JUAN","4459","9631","679642","152.42","2941","1517","1","549","899","211","259","792","834","915","894","54","835"
"TANF","201306","VEGA ALTA","843","1720","122748","145.61","518","324","1","105","163","49","58","161","146","161","170","1","196"
"TANF","201306","OROCOVIS","718","1312","96735","134.73","400","318","0","55","98","32","38","137","186","172","239","0","82"
"TANF","201306","AIBONITO","484","788","56624","116.99","293","191","0","38","51","11","30","84","169","101","206","1","60"
"TANF","201306","JUNCOS","982","1948","134267","136.73","598","384","0","103","166","41","50","212","254","156","292","3","117"
"TANF","201306","YAUCO","768","1306","90886","118.34","482","286","0","42","89","32","20","148","224","213","268","2","96"
"TANF","201306","COMERIO","641","1136","85084","132.74","370","271","0","58","73","25","39","129","198","119","229","0","64"
"TANF","201306","CEIBA","404","967","75094","185.88","265","139","0","55","102","30","26","98","58","35","73","0","73"
"TANF","201306","AÑASCO","488","877","61068","125.14","301","187","0","38","76","25","21","106","126","96","172","0","103"
"PAN","201210","TOA ALTA","22805","66463","6679443","292.89","12981","9821","3","2101","3762","1677","2778","5166","4592","2729","2116","4","5512"
"PAN","201210","TOA BAJA","26432","74661","7449537","281.84","15635","10791","6","2432","4632","1892","2979","5878","4954","3663","2193","23","6887"
"PAN","201210","CAMUY","16175","44359","4463622","275.96","8826","7343","6","1245","2279","1024","1874","3865","3612","2276","1824","4","3192"
"PAN","201210","SANTA ISABEL","8686","25466","2499509","287.76","4935","3751","0","823","1324","658","1046","1901","1734","1200","674","23","489"
"PAN","201210","CABO ROJO","16240","46741","4684131","288.43","9190","7048","2","1265","2338","1063","1712","3686","3370","2806","1100","2","3760"
"TANF","201211","AGUAS BUENAS","699","1484","116204","166.24","425","274","0","77","127","36","44","128","156","131","186","1","156"
"TANF","201211","AGUADILLA","1920","3650","265443","138.25","1146","774","0","191","294","64","124","369","522","356","618","2","203"
"TANF","201211","CAROLINA","2386","5378","374768","157.07","1519","867","0","307","544","127","155","508","400","345","485","5","523"
"TANF","201211","JUNCOS","1033","2067","148069","143.34","650","383","0","115","192","41","61","226","236","162","270","3","114"
"TANF","201211","FAJARDO","1132","2781","199982","176.66","744","388","0","210","259","58","119","218","146","122","177","1","121"
"TANF","201211","LOIZA","795","1690","117387","147.66","507","288","0","98","162","38","60","147","144","146","179","1","180"
"TANF","201211","DORADO","495","1060","73327","148.14","311","184","0","49","97","22","23","90","99","115","120","0","84"
"TANF","201211","VEGA ALTA","926","2026","161789","174.72","569","357","0","132","189","58","74","172","146","155","168","0","220"
"TANF","201211","NARANJITO","750","1369","107008","142.68","445","305","0","42","106","32","32","161","244","133","287","0","92"
"PAN","201210","COROZAL","17709","51339","5165437","291.68","9631","8072","6","1543","2581","1158","2051","3920","3972","2483","2450","1","3070"
"TANF","201306","AGUAS BUENAS","657","1307","94940","144.51","395","262","0","66","114","24","29","130","160","134","190","1","136"
"TANF","201306","CASTAÑER","68","120","8614","126.68","45","23","0","6","9","1","6","7","13","26","11","0","6"
"TANF","201212","SALINAS","752","1727","143182","190.4","474","278","0","104","153","53","58","145","119","120","146","1","17"
"TANF","201212","LARES","856","1585","128878","150.56","517","339","0","75","122","30","53","174","195","207","257","2","146"
"TANF","201212","LAS PIEDRAS","1159","2341","175731","151.62","745","414","0","144","234","52","81","272","236","140","306","1","183"
"TANF","201212","UTUADO","679","1249","90372","133.1","392","287","0","48","101","21","31","116","194","168","219","2","99"
"TANF","201212","CATAÑO","627","1259","91187","145.43","407","220","0","65","120","21","32","119","131","139","155","6","120"
"TANF","201212","COMERIO","633","1056","83545","131.98","362","271","0","59","65","19","44","127","202","117","237","1","57"
"TANF","201212","LAS MARÍAS","243","499","47934","197.26","141","102","0","25","41","9","11","45","51","61","60","0","45"
"TANF","201212","HORMIGUEROS","169","245","16764","99.2","103","66","0","9","19","3","12","34","46","46","63","0","16"
"PAN","201307","GUAYNABO","13238","36073","4184257","316.08","7906","5330","2","1147","2349","892","1465","2878","2624","1883","965","41","2722"
"PAN","201307","OROCOVIS","13105","39549","4538956","346.35","6757","6345","3","1009","1825","937","1720","3048","2953","1613","1567","4","2643"
"PAN","201307","FAJARDO","13791","38518","4474770","324.47","8093","5695","3","1335","2169","1000","1775","3104","2302","2105","878","5","1944"
"PAN","201307","ARECIBO","41926","108594","12882140","307.26","23417","18501","8","3198","5771","2660","5001","9796","8708","6790","4093","113","8089"
"PAN","201307","ADJUNTAS","9286","28832","3338961","359.57","4976","4310","0","719","1374","614","1155","2215","1997","1212","622","3","2227"
"PAN","201307","SAN SEBASTÍAN","20351","55541","6499580","319.37","11236","9111","4","1614","2818","1263","2172","4555","4450","3478","1846","7","4170"
"PAN","201307","TOA ALTA","21913","63409","7285768","332.49","12457","9449","7","1951","3585","1595","2556","4943","4468","2813","2035","6","5166"
"PAN","201307","AÑASCO","11282","30827","3515249","311.58","6074","5208","0","813","1523","701","1236","2635","2506","1868","1104","3","2278"
"TANF","201307","AGUADILLA","1782","3269","229401","128.73","1059","723","0","168","257","52","115","331","500","359","592","2","182"
"TANF","201307","AIBONITO","466","760","55038","118.11","283","183","0","39","46","11","29","77","164","100","192","1","53"
